CollisionRate,Reachability,Usefulness,meanDelay,meanTxAirUtil,nrCollisions,nrSensed,nrReceived,usefulPackets,MODEM,MODEL,NR_NODES,INTERFERENCE_LEVEL,COLLISION_DUE_TO_INTERFERENCE,XSIZE,YSIZE,MINDIST,SIMTIME,PERIOD,PACKETLENGTH,nrMessages
0.0,100.0,50.0,1974.3959999999997,3063.8079999999995,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
6.666666666666667,100.0,50.0,2882.5245714285784,6127.615999999999,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
5.0,100.0,52.63157894736842,2701.6885102468445,4212.736,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2001.4272000000024,3829.7599999999998,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2135.2959999999825,2297.8559999999998,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,3134.342538140704,6127.615999999999,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2619.1817142857276,8042.495999999999,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2291.749989280551,6127.615999999999,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,3117.200999999999,4595.7119999999995,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2016.8735999999976,3829.7599999999998,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2116.657090931518,5361.664,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2186.784000000002,4595.7119999999995,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,1890.727999999998,2297.8559999999998,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,3413.784331771534,6893.567999999999,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2858.4702857142834,8042.495999999999,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,60.0,2396.2656000000193,1914.8799999999999,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,3630.808132536341,6127.615999999999,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,1947.3647999999982,3829.7599999999998,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,3219.20656683308,3829.7599999999998,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
2.083333333333333,100.0,51.06382978723404,2734.7617705087446,9574.4,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
33.33333333333333,100.0,50.0,6091.567999999999,3063.8079999999995,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
5.555555555555555,100.0,53.333333333333336,2185.9837373201617,3446.7839999999997,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2412.043999999998,4595.7119999999995,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,3113.3836954709345,6893.567999999999,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2048.869714285714,5361.664,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,3136.764744010492,6893.567999999999,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,4023.4829999999984,4595.7119999999995,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
14.285714285714285,100.0,50.0,3916.406666666659,3829.7599999999998,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2056.4549999999995,6127.615999999999,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2953.0716164583223,3063.8079999999995,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2016.8735999999953,3829.7599999999998,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,45.45454545454545,4490.750599440921,4212.736,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,1955.0880000000125,3063.8079999999995,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2119.2060000000006,3063.8079999999995,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2572.944000000007,3063.8079999999995,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2168.8369456039823,2297.8559999999998,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2574.60151547236,5361.664,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2195.3653333333355,6893.567999999999,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2611.5599999999968,3829.7599999999998,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2043.3531428571418,5361.664,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2806.3000000000006,6893.567999999999,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,1970.53440000001,3829.7599999999998,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,1964.7420000000043,3063.8079999999995,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,1890.7280000000012,4595.7119999999995,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
13.043478260869565,100.0,50.0,3526.959314956097,9957.375999999998,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
5.263157894736842,100.0,50.0,2832.149963019999,7659.5199999999995,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,1984.050000000003,3063.8079999999995,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,42.10526315789473,6103.6864454750075,7276.543999999999,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2444.2239999999974,4595.7119999999995,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,3379.47157866418,9191.423999999999,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,47.61904761904761,7251.233073705429,6127.615999999999,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2843.2560000000067,1531.9039999999998,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2315.5040000000045,2297.8559999999998,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,3176.0482788809845,2297.8559999999998,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2186.7840000000024,6893.567999999999,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,5730.9319040308765,8042.495999999999,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2003.357999999997,6127.615999999999,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,45.45454545454545,8601.879355541269,6510.592,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
25.0,100.0,66.66666666666666,2098.2720000000168,1148.9279999999999,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2691.2309999999943,4595.7119999999995,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,1929.3439999999925,2297.8559999999998,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2148.168000000002,4595.7119999999995,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2070.9359999999997,765.9519999999999,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,3150.0612485742527,9191.423999999999,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2766.0239999999953,2297.8559999999998,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2171.337600000004,3829.7599999999998,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2045.1920000000002,2297.8559999999998,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2744.3279999999945,4595.7119999999995,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
20.0,100.0,50.0,4081.252000000002,2297.8559999999998,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2070.9360000000024,6127.615999999999,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2477.0979673832603,5361.664,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
6.666666666666667,100.0,50.0,3155.624000000002,8425.472,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,1993.7040000000052,2297.8559999999998,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,3524.946081072399,4595.7119999999995,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,4414.197855047076,5744.639999999999,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
0.0,100.0,50.0,2013.0119999999995,4595.7119999999995,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
11.11111111111111,100.0,50.0,3095.40200000001,3829.7599999999998,0,20,20,10,3,5,3,0.05,False,3000,3000,10,200000,100000,40,5
